country,description,designation,points,price,province,region,title,variety,winery
Spain,"Plum, cranberry and blueberry aromas come with earth and ample oak. The wine is jammy and a touch lazy on the palate. Flavors of savory, baked plum and spicy, stewed berry fruits finish with leftover oak and spice flavors as well as a jammy feel.",Clàssic,88,20.0,Catalonia,Priorat,Onix 2011 Clàssic Grenache-Carignan (Priorat),Grenache-Carignan,Onix
Spain,"The nose on this no-dosage rosé is neutral except for a touch of brine and nuttiness. The palate is fresh, sharp and a touch rough. Flavors of dried red fruits are matched by briny notes and popcorn, while the finish tastes toasty and briny.",Privat Rosé Brut Nature,88,21.0,Catalonia,Cava,Alta Alella 2011 Privat Rosé Brut Nature Sparkling (Cava),Sparkling Blend,Alta Alella
Spain,"Dark fruits, leather, compost and burnt aromas blend together on the nose. The palate is tannic and gritty feeling, while black fruit and herbal flavors lead to a narrow, mildly bitter finish containing chocolate and coffee. Solid but hard and herbal.",Crianza,86,27.0,Northern Spain,Ribera del Duero,Legaris 2008 Crianza  (Ribera del Duero),Tinta Fina,Legaris
Spain,"Yeasty and gaseous at first, then earthy and smoky. The palate is crisp, wet and fresh, with dry plum, cherry and a hint of cooked brown sugar. Finishes solid and sweet, and overall the wine elicits little to no complaints.",Pinot Noir Brut Reserva Rosé,86,16.0,Catalonia,Cava,Marqués de Gelida 2008 Pinot Noir Brut Reserva Rosé Sparkling (Cava),Sparkling Blend,Marqués de Gelida
Spain,"Warm, jammy and lightly herbal smelling, with an overriding aroma of blueberry compote. Fairly full and concentrated on the palate, with herb-infused flavors of dark berry and plum. Plump, warm and chewy on what amounts to a solid finish.",,86,13.0,Northern Spain,Rioja,Montebuena 2009  Rioja,Tempranillo,Montebuena
Spain,"Clean, fruity and solid smelling, with a fresh, lightweight palate housing flavors of ginger, lime, lemongrass and powdered sugar. Easy on the finish. Textbook quaffing Cava if you like it a little sweet.",Extra Dry,86,10.0,Catalonia,Cava,Segura Viudas NV Extra Dry Sparkling (Cava),Sparkling Blend,Segura Viudas
Spain,"Apple, peach and corn aromas are indicative of the chunky palate that comes next. Flavors run a touch stalky and grassy, with apple cider the key fruit component. Simple on the finish; middle of the road as a whole.",,86,22.0,Northern Spain,Bierzo,Abad Dom Bueno 2010 Godello (Bierzo),Godello,Abad Dom Bueno
Spain,"Basic peach and melon aromas come with lettuce and white pepper accents. The palate runs a little soft and low on acid and bubbles, while the flavor profile is sweet, with lime and apple at the core. A standard, basic Cava.",Brut Reserva,86,15.0,Catalonia,Cava,Castillo de Perelada NV Brut Reserva Sparkling (Cava),Sparkling Blend,Castillo de Perelada
Spain,"This is so toasty and heavily oaked that it smells burnt and acrid. In the mouth this is pinched, tannic and tough. Flavors of plum, raspberry and vanilla finish scratchy and abrasive with drum-like tightness. Drink now.",Reserva,86,33.0,Northern Spain,Rioja,Ostatu 2008 Reserva  (Rioja),Tempranillo,Ostatu
Spain,"Peachy aromas are less than perky, while in the mouth this is lemony, narrow and citric. Flavors of lemon and tangerine finish with stony mineral notes but also a drawing citric acidity.",Baladiña,86,16.0,Galicia,Rías Baixas,Lagar de Besada 2013 Baladiña Albariño (Rías Baixas),Albariño,Lagar de Besada
Spain,"A simple bouquet offers light apple and melon aromas, while the palate shows some malic acidity before it softens. Melon, apple and a touch of butter work together to create a mild flavor profile, while this is mellow and short on the finish.",,86,12.0,Northern Spain,Navarra,Otazu 2014 Chardonnay (Navarra),Chardonnay,Otazu
Spain,"Start packing your cellar with 2010 Ribera gems like this wine, which is offering graphite and minerally plum and berry aromas in front of a full-bodied, hard-driving palate. Ripe, extracted blackberry and lightly herbal flavors finish with tons of residual weight and tannins. This is loud, burly and delicious; drink from 2016–2030.",Alconte Crianza,93,30.0,Northern Spain,Ribera del Duero,Montecastro 2010 Alconte Crianza  (Ribera del Duero),Tempranillo,Montecastro
Spain,"Composed and elegant on the nose, this classic Priorat blend of Grenache and Carignan opens with minerally berry aromas and a touch of fine oak. The palate is tight, intense and well etched, with dark, toasty flavors of schisty black fruits. Licorice flavors and herbal notes guide the finish on this excellent Spanish red. Drink through 2019.",Pam de Nas,93,55.0,Catalonia,Priorat,Trossos del Priorat 2009 Pam de Nas Grenache-Carignan (Priorat),Grenache-Carignan,Trossos del Priorat
Spain,"This is one minerally wine for Rioja. Stony scents blend with latex and Band-Aid, while lemon peel and hard-driving berry aromas define the nose. Monster tannins are absorbed by the wine's broad foundation, while flavors of smoke, oak, plum and wild berry finish savory and long, with a final shot of oak-based clove. Best from 2018–2025.",Valdegines Single Vineyard,93,65.0,Northern Spain,Rioja,Artadi 2010 Valdegines Single Vineyard  (Rioja),Tempranillo,Artadi
Spain,"Smoky, rubbery and lightly baked smelling, but also generous and full, with berry and vanilla aromas. Feels full and comfortable, with toast, vanilla, chocolate and core berry and plum flavors. Healthy and well made as a whole; drink now through 2014.",Fé Reserva,89,25.0,Northern Spain,Rioja,Xavier Flouret 2005 Fé Reserva  (Rioja),Tempranillo Blend,Xavier Flouret
Spain,"Aromas of raspberry jam are a bit stretched out and unusual for a Rioja. In the mouth, this is fresh and fruity, but a bit light on substance. Savory red-fruit flavors end comfortably, with a good texture.",Crianza,88,27.0,Northern Spain,Rioja,Consejo de la Alta 2011 Crianza  (Rioja),Tempranillo Blend,Consejo de la Alta
Spain,"Apple and stone-fruit aromas are a little oily and starting to fade. Driving acidity keeps this in forward mode, but there's an empty gap in the middle of the palate. Waxy apple, apricot and orange flavors finish just juicy enough. Drink immediately.",Rosa Nautica,88,19.0,Galicia,Rías Baixas,La Gitana 2014 Rosa Nautica Albariño (Rías Baixas),Albariño,La Gitana
Spain,"Earthy berry and leather aromas are fairly quiet. A more lively palate offers good weight and overall composition, while plum, raspberry and spice flavors finish with sweeter notes of raisin and baked berry.",Pagos de Tahola Crianza,88,18.0,Northern Spain,Rioja,Larchago 2012 Pagos de Tahola Crianza  (Rioja),Tempranillo,Larchago
Spain,"Oaky aromas of milk chocolate and animal sit atop plum and cherry scents. This is a direct wine without a lot of nuance or layering: flavors of red plum and cherry are crisp and benefit from chocolaty oak, while the finish is solid in feel and tastes of oak and briny plum.",Loidana,88,30.0,Catalonia,Priorat,Marco Abella 2012 Loidana Red (Priorat),Red Blend,Marco Abella
Spain,"Clean, fresh and full of bright cherry and strawberry aromas. Offers the right size and balance, with red plum and red berry flavors touched up by light oak. Mildy toasty and textured on the finish.",Serres Tempranillo,87,10.0,Northern Spain,Rioja,Carlos Serres 2010 Serres Tempranillo  (Rioja),Tempranillo,Carlos Serres
Spain,"Aromas of barnyard and horsehide blend with scents of tobacco, prune and raisin on this mature wine from a hot vintage. There's a lot of cushion to the palate, while raisiny, rich flavors of cassis and black plum are spicy and chocolaty. Spice and chocolate flavors persist on a fairly flat finish.",Gran Reserva Castillo de Tornos,88,18.0,Northern Spain,Cariñena,Ignacio Marín 2009 Gran Reserva Castillo de Tornos Red (Cariñena),Red Blend,Ignacio Marín
Spain,"This is snappy all the way, if a touch raw and citric on the palate. Freshness is a virtue on this affordable Rioja, while red plum, raspberry and milk chocolate notes carry the flavor profile. Drink now.",Antaño,84,6.0,Northern Spain,Rioja,J. Garcia Carrion 2009 Antaño  (Rioja),Tempranillo,J. Garcia Carrion
Spain,"Lemon and white-flower aromas are modest but friendly and inviting. This shows size and roundness on the palate, with lemony acidity. Lemon, green apple and pineapple flavors finish long and steady. Drink now.",,89,19.0,Galicia,Rías Baixas,Pazo San Mauro 2014 Albariño (Rías Baixas),Albariño,Pazo San Mauro
Spain,"This is austere on the nose, with a strong animal note riding along. The palate is both jammy and tannic, while flavors of plum and boysenberry turn raisiny as it breathes. A thick, loamy finish tastes baked and jammy, with brawny tannins. This may benefit from more time in bottle.",Viña Real Oro Reserva,89,33.0,Northern Spain,Rioja,CVNE 2010 Viña Real Oro Reserva  (Rioja),Tempranillo Blend,CVNE
Spain,"Ripe, easy aromas of dried cherry, raisin and cedary spice are not unfamiliar for aged, traditional Rioja like this. The palate is fresh in feel, with a touch of oak resin impacting the mouthfeel. Common flavors of cherry, plum and spice finish with cocoa, dill, vanilla and tomato notes. This is a classic Gran Reserva to drink through 2024.",Rioja Bordón Gran Reserva,91,24.0,Northern Spain,Rioja,Bodegas Franco-Españolas 2006 Rioja Bordón Gran Reserva  (Rioja),Tempranillo Blend,Bodegas Franco-Españolas
Spain,"Pungent and pure up front, this 12-year-old Palo Cortado smells nutty and like toffee, with notes of orange peel and apricot. The palate reflects the bouquet, meaning it's clean and exact, with buttery flavors of dried nuts and not too much salt. This runs smooth on the finish and would be ideal in a savory soup or with sautéed mushrooms.",Leonor Palo Cortado 12 Años,91,26.0,Andalucia,Jerez,González Byass NV Leonor Palo Cortado 12 Años Palomino (Jerez),Palomino,González Byass
Spain,"Full and blowsy for Verdejo, with orange, grapefruit and minerally aromas. The palate is zesty, with orange, tangerine and passion fruit flavors. With pretty good fruit character, adequate acidity and a slick-feeling finish, this is a good effort that should be drunk right away.",El Bufón,86,12.0,Northern Spain,Rueda,Reina de Castilla 2009 El Bufón Verdejo (Rueda),Verdejo,Reina de Castilla
Spain,"Citrus and yeast aromas form the nose on this wine, which feels forward and bubbly, with some sizzle to the palate. Cherry, plum and nectarine flavors are good, and it finishes with vitality. This is sweet and flavorful stuff.",Cristalino Rosé Brut,84,10.0,Catalonia,Cava,Jaume Serra NV Cristalino Rosé Brut Sparkling (Cava),Sparkling Blend,Jaume Serra
Spain,"Asphalt, leather and paint aromas are present on the scratchy bouquet. It feels clacky, with pushy acidity and flavors of tomato, saline, herb plum and raspberry. It's lively, with a bite to the finish.",Pavo Real Crianza,84,21.0,Northern Spain,Ribera del Duero,Xavier Flouret 2007 Pavo Real Crianza  (Ribera del Duero),Tempranillo,Xavier Flouret
Spain,"The nose is leathery and mulchy, with earthy berry aromas. It feels raw and choppy, with stalky, leathery, burnt flavors, plus pinches of green and mint. Ultimately it doesn't have much berry power or clarity.",,84,20.0,Northern Spain,Ribera del Duero,Peña Roble 2009  Ribera del Duero,Tempranillo,Peña Roble
Spain,"A touch scratchy on the bouquet, with a red berry aroma and a wild herb note. It feels fresh and decidedly “red” in style, with red plum and red currant flavors. More easygoing than brooding, this finishes light. Drink now through 2015.",,89,25.0,Catalonia,Priorat,Nita 2010 Red (Priorat),Red Blend,Nita
Spain,"Smoke and leather aromas are matched by dried red fruit and spice tones. This is racy on the palate, with a fairly full body. Vanilla and caramel flavors turn darker and toastier with airing, while the fruit on this older Rioja favors cherry and currant. Cocoa, tobacco notes with a juicy length define the finish. Drink through 2024.",Reserva,91,35.0,Northern Spain,Rioja,Castillo de Sajazarra 2008 Reserva  (Rioja),Tempranillo Blend,Castillo de Sajazarra
Spain,"Inviting aromas of tobacco, earth, cedar and bacon give weight to racy berry scents. It's stripped and tight as a drum on the palate, with fiery acidity creating tangy raspberry and plum flavors accented by notes of tobacco, wood spice and citrus. This is best enjoyed with food; on its own it's a bit sharp.",Terra Incognita,89,70.0,Northern Spain,Ribera del Duero,Viña Vilano 2005 Terra Incognita  (Ribera del Duero),Tempranillo,Viña Vilano
Spain,"Hailing from the very hot 2003 vintage, this wine is baked and full, with mature yet rich aromas. It feels thorough and weighty, with sweet berry flavors that are at their peak along with a chocolate note. This is warm, full and under control on the finish. Drink now.",Gran Reserva,89,45.0,Northern Spain,Rioja,Puelles 2003 Gran Reserva  (Rioja),Tempranillo,Puelles
Spain,"Gritty on the nose, this has baked bean, mushroom, roasted plum and earth aromas. It feels blocky and tannic, with some cushion to the palate. Oaky tasting, with prune, vanilla and buttery notes that settle on baked fruit and chocolate. It comes on forceful and heavy and is arguably a little overripe.",Reserva,89,80.0,Northern Spain,Ribera del Duero,Resalte 2005 Reserva  (Ribera del Duero),Tempranillo,Resalte
Spain,"The aromas of wet clay, mild chili peppers, cedar and sweet berry mesh nicely. On the palate it is plump and a touch greasy, with richness in spades along with plum and berry flavors. It feels weighty on the finish, with a licorice note. A very good wine from the little-know Vidadillo grape.",Menguante,89,24.0,Northern Spain,Cariñena,Viñedos y Bodegas Pablo 2007 Menguante Vidadillo (Cariñena),Vidadillo,Viñedos y Bodegas Pablo
